text,label
More poll results from last nights Commander-in-Chief Forum. # AmericaFirst # TrumpTrainpic.twitter.com/FxyBL6fO1h,Campaign
Last nights results - in poll taken by NBC. # AmericaFirst # ImWithYoupic.twitter.com/sCOnny1fl3,Campaign
Hillary Clinton answered email questions differently last night than she has in the past. She is totally confused. Unfit to serve as # POTUS.,Hillary
Hillary just gave a disastrous news conference on the tarmac to make up for poor performance last night. She's being decimated by the media!,Hillary
"""A rough night for Hillary Clinton"" ABC News.",Hillary
COMING UP @ GenFlynn @ newtgingrich on @ foxandfriends,Fox News
Thank you to @ foxandfriends for the nice reviews of last night.,Fox News
Thank you America - great # CommanderInChiefForum polls!pic.twitter.com/Rcu6KaRGCB,Campaign
Thank you to our fantastic veterans. The reviews and polls from almost everyone of my Commander-in-Chief presentation were great. Nice!,Campaign
"Thank you Ohio. Together, we will MAKE AMERICA GREAT AGAIN! http://www.DonaldJTrump.com pic.twitter.com/n026nE4XIp",Campaign
Great honor to be endorsed by popular & successful @ gov_gilmore of VA. A state that I very much want to win-THX Jim!pic.twitter.com/x4Y1TAFHvn,Campaign
MAKE AMERICA GREAT AGAIN! # AmericaFirst # ImWithYoupic.twitter.com/JIlNW7myEN,Campaign
"Henry McMaster, Lt. Governor of South Carolina who endorsed me, beat failed @ CNN announcer Bakari Sellers, so badly. Funny!",Trump Attack
Jeff Zucker failed @ NBC and he is now failing @ CNN.,Fake News
. @ CNN is unwatchable. Their news on me is fiction. They are a disgrace to the broadcasting industry and an arm of the Clinton campaign.,Fake News
The documentary of me that @ CNN just aired is a total waste of time. I don't even know many of the people who spoke about me. A joke!,Fake News
Final poll results from NBC on last nights Commander-in-Chief Forum. Thank you! # ImWithYou # MAGApic.twitter.com/C5ipaxUN7B,Campaign
It wasn't Matt Lauer that hurt Hillary last night. It was her very dumb answer about emails & the veteran who said she should be in jail.,Hillary
Hillary Clinton just had her 47% moment. What a terrible thing she said about so many great Americans!,Hillary
"While Hillary said horrible things about my supporters, and while many of her supporters will never vote for me, I still respect them all!",Hillary
"Really sad that Republicans would allow themselves to be used in a Clinton ad. Lindsey Graham, Romney, Flake, Sass. SUPREME COURT, REMEMBER!",Hillary
"Wow, Hillary Clinton was SO INSULTING to my supporters, millions of amazing, hard working people. I think it will cost her at the Polls!",Hillary
""" @ Stvzbnk: Just Watched @ tonyschwartz. Obviously Tony is a Total Whack Job @ realDonaldTrump""",Trump Attack
"Just returned from Pensacola, Florida, where the crowd was incredible.",Campaign
"I havn't seen @ tonyschwartz in many years, he hardly knows me. Never liked his style. Super lib, Crooked H supporter. Irrelevant dope!",Trump Attack
"Dummy writer @ tonyschwartz, who wanted to do a second book with me for years (I said no), is now a hostile basket case who feels jilted!",Trump Attack
Thank you Florida - we are going to MAKE AMERICA GREAT AGAIN! Join us: http://www.DonaldJTrump.com . # AmericaFirstpic.twitter.com/vzKtRxzvwv,Campaign
"Will be delivering a major speech tonight - live on @ oreillyfactor at 8:10pm from Pensacola, Florida.",Campaign
"The seriously failing @ nytimes, despite so much winning and poll numbers that will soon put me in first place, only writes dishonest hits!",Fake News
I will be interviewed on @ foxandfriends at 7:00 A.M.,Fox News
"Just got back from Asheville, North Carolina, where we had a massive rally. The spirit of the crowd was unbelievable. Thank you! # MAGA",Campaign
Great poll Florida - thank you! # ImWithYou # AmericaFirstpic.twitter.com/6Odle7j1hd,Campaign
Russia took Crimea during the so-called Obama years. Who wouldn't know this and why does Obama get a free pass?,Obama
Why isn't President Obama working instead of campaigning for Hillary Clinton?,Obama
CHILD CARE REFORMS THAT WILL MAKE AMERICA GREAT AGAIN! Transcript: http://bit.ly/2c9namgDJTChildcareReform … https://mobile.twitter.com/ABC/status/775876999055224832/video/1 …pic.twitter.com/j389Quo4bg,Campaign
"Instead of driving jobs and wealth away, AMERICA will become the WORLD'S great magnet for innovation & job creation!pic.twitter.com/cvu20ZQSVJ",Campaign
Full transcript of economic plan- delivered to the Economic Club of New York. # MAGA https://www.facebook.com/DonaldTrump/posts/10157698735525725:0 …pic.twitter.com/Fsy1diPWjU,Campaign
Thank you to all of our law enforcement officers - across America! # LESM # MAGA https://instagram.com/p/BKXDNPCDZKx/ pic.twitter.com/4MTmR8kXVb,Campaign
Thank you for having me! I enjoyed the tour and spending time with everyone. See you soon. # MAGAhttps://twitter.com/profootballhof/status/776210913812701184 …,Campaign
Will be on @ foxandfriends at 7:00 A.M. Enjoy!,Fox News
"""@ghfanlovessonny: @ realDonaldTrump you have my vote in Pennsylvania. Trump 2016"" Thank you!",Campaign
"Great evening in Canton, Ohio-thank you! We are going to MAKE AMERICA GREAT AGAIN! Join us: http://www.DonaldJTrump.com pic.twitter.com/4MvwUj9eX9",Campaign
Great parade in The Villages- I love you all. We will # MAGA. Thank you for the incredible support-I will not forget!pic.twitter.com/5qTDijU3hn,Campaign
"I am now going to the brand new Trump International, Hotel D.C. for a major statement.",Real Estate
"Thank you for a great evening - Laconia, New Hampshire -- will be back soon! # AmericaFirst http://www.DonaldJTrump.com pic.twitter.com/QWbYm2lY7B",Campaign
"Never met but never liked dopey Robert Gates. Look at the mess the U.S. is in. Always speaks badly of his many bosses, including Obama.",Obama
"Heading to Colorado for a big rally. Massive crowd, great people! Will be there soon - the polls are looking good.",Campaign
"My lawyers want to sue the failing @ nytimes so badly for irresponsible intent. I said no (for now), but they are watching. Really disgusting",Fake News
"The failing @ nytimes has gone nuts that Crooked Hillary is doing so badly. They are willing to say anything, has become a laughingstock rag!",Fake News
"Crazy Maureen Dowd, the wacky columnist for the failing @ nytimes, pretends she knows me well--wrong!",Fake News
"Wacky @ NYTimesDowd, who hardly knows me, makes up things that I never said for her boring interviews and column. A neurotic dope!",Fake News
". @ CNN just doesn't get it, and that's why their ratings are so low - and getting worse. Boring anti-Trump panelists, mostly losers in life!",Fake News
Crooked Hillary wants to take your 2nd Amendment rights away. Will guns be taken from her heavily armed Secret Service detail? Maybe not!,Hillary
Just arrived in Texas - have been informed two @ fortworthpd officers have been shot. My thoughts and prayers are with them.,Campaign
"Just leaving Miami for Houston, Oklahoma and Colorado. Miami crowd was fantastic!",Campaign
Philly FOP Chief On Presidential Endorsement: Clinton ‘Blew The Police Off'http://philadelphia.cbslocal.com/2016/09/19/philly-fop-chief-on-presidential-endorsment-clinton-blew-the-police-off/ …,Hillary
"Hillary Clinton's weakness while she was Secretary of State, has emboldened terrorists all over the world..cont: http://bit.ly/2cNwnwE",Hillary
""" @ AngPiazza: @ foxandfriends @ realDonaldTrump he's the ONLY candidate that will keep us safe!""",Fox News
Will be on @ foxandfriends at 7:02 A.M. Enjoy.,Fox News
"Hillary Clinton is taking the day off again, she needs the rest. Sleep well Hillary - see you at the debate!",Hillary
Heading to North Carolina for two big rallies. Will be there soon. We will bring jobs back where they belong!,Campaign
Do people notice Hillary is copying my airplane rallies - she puts the plane behind her like I have been doing from the beginning.,Hillary
Thank you Nevada! # AmericaFirst # MakeAmericaGreatAgain http://www.DonaldJTrump.com pic.twitter.com/RJqHgq2Rn0,Campaign
Thank you Georgia! # AmericaFirst # MakeAmericaGreatAgain http://www.DonaldJTrump.com pic.twitter.com/y01qpON7h7,Campaign
"Crooked Hillary has been fighting ISIS, or whatever she has been doing, for years. Now she has new ideas. It is time for change.",Hillary
Amazing rally in Florida - this is a MOVEMENT! Join us today at http://www.DonaldJTrump.com .pic.twitter.com/BF1IqPXNho,Campaign
"Together, we will MAKE AMERICA SAFE AND GREAT AGAIN! # ImWithYou # AmericaFirstpic.twitter.com/XhwUGw0v2H",Campaign
"Great new polls! Thank you Nevada, North Carolina & Ohio. Join the MOVEMENT today & lets # MAGA! http://www.DonaldJTrump.com pic.twitter.com/NnHAEe8Daz",Campaign
"Thank you Toledo, Ohio! It is so important for you to get out and VOTE on November 8, 2016! Lets MAKE AMERICA SAFE AND GREAT AGAIN!pic.twitter.com/B8UVgfgRnQ",Campaign
"Hopefully the violence & unrest in Charlotte will come to an immediate end. To those injured, get well soon. We need unity & leadership.",Campaign
The situations in Tulsa and Charlotte are tragic. We must come together to make America safe again.,Campaign
"It is a MOVEMENT - not a campaign. Leaving the past behind, changing our future. Together, we will MAKE AMERICA SAFE AND GREAT AGAIN!pic.twitter.com/9uRE3tpo4l",Campaign
"Thank you Kenansville, North Carolina! Remember- on November 8th, that special interest gravy train is coming to a very abrupt end! # MAGApic.twitter.com/DFzuUrWogB",Campaign
"Join me in Roanoke, Virginia on Saturday evening at 6pm! # MAGA https://www.donaldjtrump.com/schedule/register/roanoke-va1/ …",Campaign
Will be on @ foxandfriends now.,Fox News
"I will be interviewed from Cleveland, Ohio, on @ seanhannity - Tonight at 10:00 P.M. Enjoy!",Fox News
"""@ThAllenSBoucher: @ DiamondandSilk @ realDonaldTrump @ seanhannity I love those beautiful gals."" D + S = Two amazing women!",Fox News
"Hillary Clinton just lost every Republican she ever had, including Never Trump, all farmers & sm. biz, by saying she’ll tax estates at 65%.",Hillary
Tomorrow's the day! Knock on doors and make calls with us on National Day of Action! # TrumpTrain # MAGA http://gop.cm/nv5vmm pic.twitter.com/iYMMLhXYZu,Campaign
This is more than a campaign- it is a movement. # MakeAmericaGreatAgain SIGN UP TODAY & WE WILL WIN! https://www.donaldjtrump.com/volunteer,Campaign
"Thank you Roanoke, Virginia - this a MOVEMENT - join us today! Sign up: http://gop.cm/nv5vmm # AmericaFirst # ImWithYoupic.twitter.com/0PRoAfs4eQ",Campaign
"If dopey Mark Cuban of failed Benefactor fame wants to sit in the front row, perhaps I will put Gennifer Flowers right alongside of him!",Trump Attack
The @ SenTedCruz endorsement was a wonderful surprise. I greatly appreciate his support! We will have a tremendous victory on November 8th.,Campaign
Today is the day! Knock on doors and make calls with us on National Day of Action! # TrumpTrain # MAGA http://gop.cm/nv5vmm pic.twitter.com/4UFXDuj5vy,Campaign
"Crooked Hillary's bad judgement forced her to announce that she would go to Charlotte on Saturday to grandstand. Dem pols said no way, dumb!",Hillary
Bernie Sanders gave Hillary the Dem nomination when he gave up on the e-mails. That issue has only gotten bigger!,Democrats
"Many on the team and staff of Bernie Sanders have been treated badly by the Hillary Clinton campaign - and they like Trump on trade, a lot!",Hillary
New national Bloomberg poll just released - thank you! Join the MOVEMENT: http://www.DonaldJTrump.com . # TrumpTrain # MAGApic.twitter.com/4kQX4pmt0I,Campaign
"Join me for a 3pm rally - tomorrow at the Mid-America Center in Council Bluffs, Iowa! Tickets: https://www.donaldjtrump.com/schedule/register/council-bluffs-ia3/ …pic.twitter.com/KPrddWxafZ",Campaign
"Once again, we will have a government of, by and for the people. Join the MOVEMENT today! http://bit.ly/2dxrgjaMOVEMENT pic.twitter.com/uYwJrtZkAe",Campaign
Hillary Clinton's Campaign Continues To Make False Claims About Foundation Disclosure: http://bit.ly/2d4cDe8,Hillary
"'CNBC, Time magazine online polls say Donald Trump won the first presidential debate' via @ WashTimes. # MAGAhttp://m.washingtontimes.com/news/2016/sep/27/cnbc-time-magazine-online-polls-say-donald-trump-w/ …",Campaign
"In the last 24 hrs. we have raised over $13M from online donations and National Call Day, and we’re still going! Thank you America! # MAGA",Campaign
"Well, now they're saying that I not only won the NBC Presidential Forum, but last night the big debate. Nice!",Campaign
"Thank you for your endorsement, @ GovernorSununu. # MAGA https://www.donaldjtrump.com/press-releases/john-h.-sununu-endorses-donald-j.-trump …",Campaign
Such a great honor. Final debate polls are in - and the MOVEMENT wins! # AmericaFirst # MAGA # ImWithYou http://www.DonaldJTrump.com pic.twitter.com/sfCEE3I5pF,Campaign
Thank you! # TrumpWon # MAGAhttp://www.dailymail.co.uk/news/article-3809204/Most-snap-polls-Trump-winning-debate-landslide.html …,Campaign
Hillary's been failing for 30 years in not getting the job done - it will never change.,Hillary
I won every poll from last nights Presidential Debate - except for the little watched @ CNN poll.,Fake News
I really enjoyed the debate last night.Crooked Hillary says she is going to do so many things.Why hasn't she done them in her last 30 years?,Hillary
Great debate poll numbers - I will be on @ foxandfriends at 7:00 to discuss. Enjoy!,Fox News
"Thank you! Four new # DebateNight polls with the MOVEMENT winning. Together, we will MAKE AMERICA SAFE & GREAT AGAIN! http://www.DonaldJTrump.com pic.twitter.com/Yl2XShopEv",Campaign
. @ DRUDGE_REPORT's First Presidential Debate Poll: Trump: 80% Clinton: 20% Join the MOVEMENT today & lets # MAGA! http://www.DonaldJTrump.com pic.twitter.com/jV2pwNjWC2,Campaign
"Thank you! CNBC # DebateNight poll with over 400,000 votes. Trump 61% Clinton 39% # AmericaFirst # ImWithYou https://instagram.com/p/BK2RrsHjTDR/ pic.twitter.com/lgu6tOkYCP",Campaign
"TIME # DebateNight poll - over 800,000 votes. Thank you! # AmericaFirst # MAGApic.twitter.com/bTPX9E0wKu",Campaign
". @ newtgingrich just said ""a historic victory for Trump."" NICE!",Campaign
"Wow, did great in the debate polls (except for @ CNN - which I don't watch). Thank you!",Fake News
Thank you Governor @ TerryBranstad! # AmericaFirst # Debates2016https://twitter.com/teamtrump/status/780603926949363712 …,Campaign
Thank you Governor @ Mike_Pence! Lets MAKE AMERICA SAFE AND GREAT AGAIN with the American people. # AmericaFirst # Debates2016https://twitter.com/mike_pence/status/780615043809435649 …,Campaign
. @ HillaryClinton’s Nuclear Agreement Paved The Way For The $400 Million Ransom Payment # DebateNight https://www.donaldjtrump.com/press-releases/clintons-nuclear-agreement-paved-the-way-for-the-400-million-ransom-payment …,Hillary
Nothing on emails. Nothing on the corrupt Clinton Foundation. And nothing on # Benghazi. # Debates2016 # debatenight,Hillary
. @ HillaryClinton - Obama # ISIS Strategy Has Allowed It To Expand To Become A Global Threat # DebateNight http://bit.ly/2cYItFY – bei Hofstra University,Hillary
"Russia has more warheads than ever, N Korea is testing nukes, and Iran got a sweetheart deal to keep theirs. Thanks, @ HillaryClinton.",Hillary
Hillary Clinton failed all over the world. LIBYA SYRIA IRAN IRAQ ASIA PIVOT RUSSIAN RESET BENGHAZI # DebateNightpic.twitter.com/e70AtE6lNR – bei Hofstra University,Hillary
Hillary Clinton is the only candidate on stage who voted for the Iraq War. # Debates2016 # MAGA https://www.donaldjtrump.com/press-releases/hillary-clinton-is-the-only-candidate-on-stage-to-vote-for-iraq-war …,Hillary
. @ HillaryClinton's 2008 Campaign And Supporters Trafficked In Rumors About Obama's Heritage # DebateNight http://bit.ly/2dc3mNo – bei Hofstra University,Hillary
I will stand with police and protect ALL Americans! # Debates2016 # MAGApic.twitter.com/CX4oEWgEMp,Campaign
"This is the simple fact about @ HillaryClinton: she is a typical politician - all talk, no action. # Debates2016",Hillary
HILLARY'S BAD TAX HABIT!pic.twitter.com/x3FBy8Hdq2,Hillary
A Clinton economy = more taxes and more spending! # DebateNightpic.twitter.com/oFlaAhrwe5 – bei Hofstra University,Hillary
. @ HillaryClinton has been part of the rigged DC system for 30 years? Why would we take policy advice from her? # Debates2016,Hillary
"Instead of driving jobs and wealth away, AMERICA will become the world's great magnet for innovation and job creation. # DebateNightpic.twitter.com/joA9Jc0cdm – bei Hofstra University",Campaign
. @ HillaryClinton channels John Kerry on trade: she was for bad trade deals before she was against them. # TPP # Debates2016,Hillary
. @ HillaryClinton and Obama policies increased debt by $9trillion over the last 8 years,Hillary
"Join me live in Waukesha, Wisconsin for an 8pmE rally! # AmericaFirst # MAGA https://www.facebook.com/DonaldTrump/posts/10157785229045725 …",Campaign
"Thank you Council Bluffs, Iowa! Will be back soon. Remember- everything you need to know about Hillary -- just # FollowTheMoney.pic.twitter.com/Z6FQ3aXdEA",Campaign
"Join me in Council Bluffs, Iowa- today at 3pm! # MakeAmericaGreatAgain Tickets: https://www.donaldjtrump.com/schedule/register/council-bluffs-ia3/ …",Campaign
"Every on-line poll, Time Magazine, Drudge etc., has me winning the debate. Thank you to Fox & Friends for so reporting!",Fox News
My supporters are the best! $18 million from hard-working people who KNOW what we can be again! Shatter the record:http://bit.ly/shatterrecords,Campaign
"Unbelievable evening in Melbourne, Florida w/ 15,000 supporters- and an additional 12,000 who could not get in. Thank you! # TrumpTrain # MAGApic.twitter.com/2N3Xq7AGmx – bei Orlando Sanford International Airport (SFB)",Campaign
"While Hillary profits off the rigged system, I am fighting for you! Remember the simple phrase: # FollowTheMoney https://www.facebook.com/DonaldTrump/videos/10157784190830725/ …pic.twitter.com/rJXAzsaIwI",Hillary
"Thank you for joining me this afternoon, New Hampshire! Will be back soon. # FollowTheMoney Speech transcript: https://www.facebook.com/DonaldTrump/posts/10157791494485725:0 …pic.twitter.com/5hNrpkXEJS",Campaign
"Join me in Manheim, Pennsylvania on Saturday at 7pm! # TrumpRally Tickets: https://www.donaldjtrump.com/schedule/register/manheim-pa/ …pic.twitter.com/LNWQZ9yUJy",Campaign
"Will be in Novi, Michigan this Friday at 5:00pm. Join the MOVEMENT! Tickets available at: https://www.donaldjtrump.com/schedule/register/novi-mi/ … # AmericaFirst # TrumpTrainpic.twitter.com/4V2bDNXF4n",Campaign
"Join me in Bedford, New Hampshire- tomorrow at 3:00pm. Can't wait to see everyone! # AmericaFirst # MAGA https://www.donaldjtrump.com/schedule/register/bedford-nh/ …pic.twitter.com/zBtYfuqMmK",Campaign
"Thank you Waukesha, Wisconsin! Full transcript of my speech, # FollowTheMoney: http://bit.ly/2cMpbnvFollowTheMoney …pic.twitter.com/WdKK6nJCZW – bei Waukesha County Airport (UES)",Campaign
"Joining @ oreillyfactor from Waukesha, Wisconsin - now, live! Enjoy!",Campaign
"Thank you Novi, Michigan! Get out and VOTE # TrumpPence16 on 11/8. Together, WE WILL MAKE AMERICA GREAT AGAIN! # AmericaFirstpic.twitter.com/Loz1biPhhs",Campaign
Thank you for your support - on my way now! See you soon. # TrumpTrainhttps://twitter.com/rsbnetwork/status/781935134400471041 …,Campaign
"Join me in Pueblo, Colorado on Monday afternoon at 3pm! # TrumpRally http://bit.ly/2d1X55mCOLORADO",Campaign
"Why isn't Hillary 50 points ahead? Maybe it's the email scandal, policies that spread ISIS, or calling millions of Americans deplorables!pic.twitter.com/cvaMSAnAnE",Hillary
The people are really smart in cancelling subscriptions to the Dallas & Arizona papers & now USA Today will lose readers! The people get it!,Fake News
"Remember, don't believe ""sources said"" by the VERY dishonest media. If they don't name the sources, the sources don't exist.",Fake News
Did Crooked Hillary help disgusting (check out sex tape and past) Alicia M become a U.S. citizen so she could use her in the debate?,Hillary
Using Alicia M in the debate as a paragon of virtue just shows that Crooked Hillary suffers from BAD JUDGEMENT! Hillary was set up by a con.,Hillary
"Wow, Crooked Hillary was duped and used by my worst Miss U. Hillary floated her as an ""angel"" without checking her past, which is terrible!",Hillary
"Anytime you see a story about me or my campaign saying ""sources said,"" DO NOT believe it. There are no sources, they are just made up lies!",Fake News
"Wow, did you see how badly @ CNN (Clinton News Network) is doing in the ratings. With people like @ donlemon, who could expect any more?",Hillary
TO ALL AMERICANS- # HappyNewYear & many blessings to you all! Looking forward to a wonderful & prosperous 2017 as we work together to # MAGApic.twitter.com/UaBFaoDYHe,Campaign
"I thought and felt I would win big, easily over the fabled 270 (306). When they cancelled fireworks, they knew, and so did I.",Campaign
"Various media outlets and pundits say that I thought I was going to lose the election. Wrong, it all came together in the last week and.....",Campaign
"Well, the New Year begins. We will, together, MAKE AMERICA GREAT AGAIN!",Campaign
"""Trump is already delivering the jobs he promised America""http://nypost.com/2017/01/01/trump-is-already-delivering-the-jobs-he-promised-america/ … – bei Trump Tower",Campaign
"Instead of driving jobs and wealth away, AMERICA will become the world's great magnet for INNOVATION & JOB CREATION. https://instagram.com/p/BOz0xbXD74D/ – bei Trump Tower",Campaign
""" @ DanScavino: Ford to scrap Mexico plant, invest in Michigan due to Trump policies""http://www.foxnews.com/politics/2017/01/03/ford-to-scrap-mexico-plant-invest-in-michigan-due-to-trump-policies.html …",Campaign
"The Democrat Governor.of Minnesota said ""The Affordable Care Act (ObamaCare) is no longer affordable!"" - And, it is lousy healthcare.",Democrats
"People must remember that ObamaCare just doesn't work, and it is not affordable - 116% increases (Arizona). Bill Clinton called it ""CRAZY""",Obama
General Motors is sending Mexican made model of Chevy Cruze to U.S. car dealers-tax free across border. Make in U.S.A.or pay big border tax!,Campaign
massive increases of ObamaCare will take place this year and Dems are to blame for the mess. It will fall of its own weight - be careful!,Democrats
"Republicans must be careful in that the Dems own the failed ObamaCare disaster, with its poor coverage and massive premium increases......",Democrats
"things they did and said (like giving the questions to the debate to H). A total double standard! Media, as usual, gave them a pass.",Fake News
"Somebody hacked the DNC but why did they not have ""hacking defense"" like the RNC has and why have they not responded to the terrible......",Democrats
Thank you to Ford for scrapping a new plant in Mexico and creating 700 new jobs in the U.S. This is just the beginning - much more to follow,Campaign
""" @ FoxNews: Julian Assange on U.S. media coverage: “It’s very dishonest.” # Hannity pic.twitter.com/ADcPRQifH9"" More dishonest than anyone knows",Fox News
"Julian Assange said ""a 14 year old could have hacked Podesta"" - why was DNC so careless? Also said Russians did not give him the info!",Investigation
"The ""Intelligence"" briefing on so-called ""Russian hacking"" was delayed until Friday, perhaps more time needed to build a case. Very strange!",Investigation
"Toyota Motor said will build a new plant in Baja, Mexico, to build Corolla cars for U.S. NO WAY! Build plant in U.S. or pay big border tax.",Campaign
"to make up their own minds as to the truth. The media lies to make it look like I am against ""Intelligence"" when in fact I am a big fan!",Fake News
"The dishonest media likes saying that I am in Agreement with Julian Assange - wrong. I simply state what he states, it is for the people....",Fake News
...time for Republicans & Democrats to get together and come up with a healthcare plan that really works - much less expensive & FAR BETTER!,Democrats
"...do the typical political thing and BLAME. The fact is ObamaCare was a lie from the beginning.""Keep you doctor, keep your plan!"" It is....",Obama
"The Democrats, lead by head clown Chuck Schumer, know how bad ObamaCare is and what a mess they are in. Instead of working to fix it, they..",Democrats
"being a movie star-and that was season 1 compared to season 14. Now compare him to my season 1. But who cares, he supported Kasich & Hillary",Trump Attack
"Wow, the ratings are in and Arnold Schwarzenegger got ""swamped"" (or destroyed) by comparison to the ratings machine, DJT. So much for....",Trump Attack
"Hopefully, all supporters, and those who want to MAKE AMERICA GREAT AGAIN, will go to D.C. on January 20th. It will be a GREAT SHOW!",Campaign
and knew they were in big trouble - which is why they cancelled their big fireworks at the last minute.THEY SAW A MOVEMENT LIKE NEVER BEFORE,Campaign
Hillary and the Dems were never going to beat the PASSION of my voters. They saw what was happening in the last two weeks before the......,Hillary
"The dishonest media does not report that any money spent on building the Great Wall (for sake of speed), will be paid back by Mexico later!",Fake News
So how and why are they so sure about hacking if they never even requested an examination of the computer servers? What is going on?,Investigation
The Democratic National Committee would not allow the FBI to study or see its computer info after it was supposedly hacked by Russia......,Democrats
"How did NBC get ""an exclusive look into the top secret report he (Obama) was presented?"" Who gave them this report and why? Politics!",Obama
Only reason the hacking of the poorly defended DNC is discussed is that the loss by the Dems was so big that they are totally embarrassed!,Investigation
Intelligence stated very strongly there was absolutely no evidence that hacking affected the election results. Voting machines not touched!,Investigation
Gross negligence by the Democratic National Committee allowed hacking to take place.The Republican National Committee had strong defense!,Democrats
"Before I, or anyone, saw the classified and/or highly confidential hacking intelligence report, it was leaked out to @ NBCNews. So serious!",Investigation
Kellyanne Conway went to @ MeetThePress this morning for an interview with @ chucktodd. Dishonest media cut out 9 of her 10 minutes. Terrible!,Fake News
""" @ FoxNews: ""We certainly don’t want intelligence interfering with politics and we don’t want politics interfe… https://twitter.com/i/web/status/817542630682796033 …""",Fox News
Ford said last week that it will expand in Michigan and U.S. instead of building a BILLION dollar plant in Mexico. Thank you Ford & Fiat C!,Fake News
"It's finally happening - Fiat Chrysler just announced plans to invest $1BILLION in Michigan and Ohio plants, adding 2000 jobs. This after...",Campaign
"""groveling"" when he totally changed a 16 year old story that he had written in order to make me look bad. Just more very dishonest media!",Fake News
"Hillary flunky who lost big. For the 100th time, I never ""mocked"" a disabled reporter (would never do that) but simply showed him.......",Hillary
"Meryl Streep, one of the most over-rated actresses in Hollywood, doesn't know me but attacked last night at the Golden Globes. She is a.....",Trump Attack
Dishonest media says Mexico won't be paying for the wall if they pay a little later so the wall can be built more quickly. Media is fake!,Fake News
"Intelligence agencies should never have allowed this fake news to ""leak"" into the public. One last shot at me.Are we living in Nazi Germany?",Fake News
"I win an election easily, a great ""movement"" is verified, and crooked opponents try to belittle our victory with FAKE NEWS. A sorry state!",Fake News
"Russia has never tried to use leverage over me. I HAVE NOTHING TO DO WITH RUSSIA - NO DEALS, NO LOANS, NO NOTHING!",Investigation
"Russia just said the unverified report paid for by political opponents is ""A COMPLETE AND TOTAL FABRICATION, UTTER NONSENSE."" Very unfair!",Investigation
'BuzzFeed Runs Unverifiable Trump-Russia Claims' # FakeNewshttp://www.lifezette.com/polizette/buzzfeed-runs-error-laden-unverifiable-trump-russia-claim/ …,Investigation
FAKE NEWS - A TOTAL POLITICAL WITCH HUNT!,Fake News
Congrats to the Senate for taking the first step to # RepealObamacare- now it's onto the House! – bei Trump Tower,Obama
"The ""Unaffordable"" Care Act will soon be history!",Obama
have been allowed to run - guilty as hell. They were VERY nice to her. She lost because she campaigned in the wrong states - no enthusiasm!,Hillary
What are Hillary Clinton's people complaining about with respect to the F.B.I. Based on the information they had she should never.....,Hillary
"released by ""Intelligence"" even knowing there is no proof, and never will be. My people will have a full report on hacking within 90 days!",Investigation
"Totally made up facts by sleazebag political operatives, both Democrats and Republicans - FAKE NEWS! Russia says nothing exists. Probably...",Fake News
It now turns out that the phony allegations against me were put together by my political opponents and a failed spy afraid of being sued....,Fake News
"All of my Cabinet nominee are looking good and doing a great job. I want them to be themselves and express their own thoughts, not mine!",Campaign
"INTELLIGENCE INSIDERS NOW CLAIM THE TRUMP DOSSIER IS ""A COMPLETE FRAUD!"" @ OANN",Fake News
"about that...Those Intelligence chiefs made a mistake here, & when people make mistakes, they should APOLOGIZE."" Media should also apologize",Fake News
"Thank you to Bob Woodward who said, ""That is a garbage document...it never should have been presented...Trump's right to be upset (angry)...",Fake News
"For many years our country has been divided, angry and untrusting. Many say it will never change, the hatred is too deep. IT WILL CHANGE!!!!",Campaign
"will only get higher. Car companies and others, if they want to do business in our country, have to start making things here again. WIN!",Campaign
"The Democrats are most angry that so many Obama Democrats voted for me. With all of the jobs I am bringing back to our Nation, that number..",Democrats
"Inauguration Day is turning out to be even bigger than expected. January 20th, Washington D.C. Have fun!",Campaign
Congressman John Lewis should finally focus on the burning and crime infested inner-cities of the U.S. I can use all the help I can get!,Campaign
"much worse - just look at Syria (red line), Crimea, Ukraine and the build-up of Russian nukes. Not good! Was this the leaker of Fake News?",Fake News
". @ FoxNews ""Outgoing CIA Chief, John Brennan, blasts Pres-Elect Trump on Russia threat. Does not fully understand."" Oh really, couldn't do...",Fox News
Thank you to General Motors and Walmart for starting the big jobs push back into the U.S.!,Campaign
"""How Trump Won--And How The Media Missed It""http://www.breitbart.com/big-journalism/2017/01/16/media-covered-trump-without-listening-voters/ …",Fake News
"country and with the massive cost reductions I have negotiated on military purchases and more, I believe the people are seeing ""big stuff.""",Campaign
"With all of the jobs I am bringing back into the U.S. (even before taking office), with all of the new auto plants coming back into our.....",Campaign
"People are pouring into Washington in record numbers. Bikers for Trump are on their way. It will be a great Thursday, Friday and Saturday!",Campaign
"Writing my inaugural address at the Winter White House, Mar-a-Lago, three weeks ago. Looking forward to Friday. # Inaugurationpic.twitter.com/S701FdTCQu",Campaign
No wonder the Today Show on biased @ NBC is doing so badly compared to its glorious past. Little credibility!,Fake News
"to the U.S., but had nothing to do with TRUMP, is more FAKE NEWS. Ask top CEO's of those companies for real facts. Came back because of me!",Fake News
"Totally biased @ NBCNews went out of its way to say that the big announcement from Ford, G.M., Lockheed & others that jobs are coming back...",Fake News
Will be interviewed by @ ainsleyearhardt on @ foxandfriends - Enjoy!,Fox News
TO ALL AMERICANS https://www.facebook.com/DonaldTrump/posts/10158510987625725 …,Campaign
"January 20th 2017, will be remembered as the day the people became the rulers of this nation again.",Campaign
