state,startdate,enddate,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,poll_id
New Hampshire,06-11-2016,20-06-2016,42.66376,45.97782,5.675838,44478
Illinois,09-09-2016,15-09-2016,51.15334,36.52674,,45842
Idaho,09-07-2016,13-09-2016,19.10115,50.8028,13.39398,45755
New York,09-09-2016,15-09-2016,53.63763,30.87848,,45861
New York,27-09-2016,10-03-2016,49.13485,39.38913,1.630876,46493
Colorado,09-02-2016,15-09-2016,38.68389,42.6016,,45836
Colorado,21-06-2016,24-06-2016,42.42763,42.41202,2.40515,44410
California,27-09-2016,10-03-2016,52.70654,36.45372,3.890875,46463
Georgia,21-09-2016,26-09-2016,38.07858,46.74906,4.431492,46244
U.S.,07-01-2016,07-05-2016,43.36322,39.44757,6.101324,44758
U.S.,10-01-2016,10-07-2016,43.91472,44.40299,,46557
U.S.,09-04-2016,09-08-2016,40.9829,39.74612,5.064372,45713
Nebraska,19-08-2016,09-08-2016,26.69732,55.95066,,45665
Texas,27-09-2016,10-03-2016,39.49278,48.37497,5.000876,46502
Georgia,09-02-2016,15-09-2016,39.33678,47.86191,,45840
U.S.,23-06-2016,28-06-2016,49.35377,41.26323,3.717053,44519
Kansas,14-09-2016,20-09-2016,48.46321,37.68306,3.709723,45964
Connecticut,14-09-2016,20-09-2016,46.25425,40.01392,2.409724,45953
Washington,21-09-2016,26-09-2016,49.83472,33.31778,6.421492,46281
North Carolina,21-06-2016,24-06-2016,46.09825,44.87715,0.4051497,44412
U.S.,10-07-2016,10-09-2016,45.44028,41.51954,2.98578,46683
Maine CD-2,15-06-2016,21-06-2016,35.61931,39.59836,,44416
U.S.,22-08-2016,23-08-2016,42.76261,42.02104,1.505657,44997
South Carolina,14-09-2016,20-09-2016,40.10074,48.65481,3.619724,45988
California,08-09-2016,09-01-2016,51.07798,32.84654,5.056192,45347
Virginia,13-06-2016,15-06-2016,44.27927,42.98306,3.602624,44346
Vermont,31-08-2016,09-06-2016,50.652,21.82159,8.842933,45485
U.S.,17-07-2016,20-07-2016,43.31546,43.39029,,44652
Virginia,26-08-2016,09-08-2016,49.81689,37.61528,,45680
California,31-05-2016,06-03-2016,48.23322,34.13347,,44193
U.S.,10-04-2016,10-06-2016,45.73257,39.47561,3.781331,46549
Wisconsin,09-02-2016,15-09-2016,42.48056,40.10023,,45874
U.S.,21-09-2016,26-09-2016,43.32059,42.41393,4.441492,46286
Pennsylvania,16-09-2016,22-09-2016,45.30185,46.59385,,46090
New Mexico,19-08-2016,09-08-2016,34.01119,44.97286,,45669
Pennsylvania,29-07-2016,31-07-2016,46.23877,44.9115,1.917424,44720
U.S.,09-03-2016,09-07-2016,41.99076,37.80348,4.526315,45714
Minnesota,21-09-2016,26-09-2016,44.30809,36.18892,5.381492,46257
New Jersey,18-05-2016,22-05-2016,49.29748,40.87189,,44143
South Carolina,19-08-2016,09-08-2016,44.18117,49.71224,,45676
U.S.,20-09-2016,26-09-2016,45.77438,44.59287,,46171
U.S.,07-07-2016,07-09-2016,44.34175,33.62971,5.681047,44559
Colorado,21-09-2016,26-09-2016,43.54103,39.46296,6.861492,46239
Tennessee,14-09-2016,20-09-2016,35.66558,49.41364,5.479724,45990
U.S.,30-09-2016,10-06-2016,44.5738,44.4297,,46542
U.S.,09-12-2016,13-09-2016,42.7076,44.76991,3.764267,45805
Indiana,26-04-2016,28-04-2016,38.40254,50.47108,,44008
Arkansas,19-08-2016,09-08-2016,41.00452,50.66818,,45643
Alabama,14-09-2016,20-09-2016,25.17757,62.75749,3.159724,45948
U.S.,21-06-2016,27-06-2016,43.15773,41.84745,3.81726,44446
Virginia,21-09-2016,26-09-2016,47.07391,39.78984,4.561492,46279
Nevada,14-06-2016,18-06-2016,44.93044,47.12659,,44535
North Carolina,14-06-2016,18-06-2016,39.37301,46.4466,,44534
Ohio,14-06-2016,18-06-2016,46.37183,44.56181,,44533
Pennsylvania,14-06-2016,18-06-2016,45.44798,42.5737,,44536
Arkansas,09-07-2016,13-09-2016,41.67004,43.35337,3.123975,45744
U.S.,16-05-2016,19-05-2016,44.32047,43.0928,,44115
U.S.,09-02-2016,09-06-2016,43.29204,37.05576,5.09898,45715
Mississippi,09-07-2016,13-09-2016,27.15269,64.409,1.353975,45767
Iowa,14-09-2016,20-09-2016,37.18148,39.01715,7.729724,45960
Arkansas,21-06-2016,21-06-2016,39.01939,51.48204,4.770077,44417
Maine,19-08-2016,09-08-2016,51.49394,33.84141,,45657
New Mexico,09-07-2016,13-09-2016,49.62922,36.87626,8.623976,45774
North Carolina,21-09-2016,26-09-2016,39.20688,48.97039,2.281492,46261
Missouri,21-09-2016,26-09-2016,41.11123,39.71071,5.871491,46258
Wyoming,24-08-2016,30-08-2016,28.63827,51.59678,5.345314,45540
Pennsylvania,06-11-2016,20-06-2016,46.12546,40.07083,8.675838,44481
Ohio,06-11-2016,20-06-2016,42.21928,45.22891,9.675838,44480
North Carolina,06-11-2016,20-06-2016,49.04935,41.94259,3.675838,44527
Nevada,06-11-2016,20-06-2016,45.2283,48.2441,4.675838,44479
Kansas,19-08-2016,09-08-2016,36.68171,51.40034,,45654
Arizona,21-09-2016,26-09-2016,44.60808,41.70956,7.161492,46237
Iowa,06-09-2016,06-10-2016,44.04003,42.87722,,44347
Iowa,19-08-2016,09-08-2016,40.79296,44.71421,,45653
New Jersey,09-02-2016,15-09-2016,49.22466,34.64532,,45859
Arizona,09-09-2016,22-09-2016,41.07511,47.92068,,46057
Ohio,16-09-2016,22-09-2016,45.86042,42.9453,,46087
West Virginia,08-12-2016,09-01-2016,37.60589,56.5998,,45317
U.S.,09-01-2016,09-05-2016,41.69335,40.89083,5.178039,45395
Oklahoma,09-07-2016,13-09-2016,28.73568,52.79576,10.71397,45778
Indiana,26-08-2016,09-08-2016,30.68343,55.64318,,45652
Nebraska,09-07-2016,13-09-2016,30.98022,54.15607,0.4039748,45771
Washington,26-08-2016,09-08-2016,44.74727,37.95544,,45681
Tennessee,25-04-2016,05-11-2016,34.74623,47.61376,,44087
West Virginia,29-04-2016,05-01-2016,29.22338,58.94518,,44019
U.S.,29-09-2016,10-05-2016,43.65524,44.76779,,46521
Oregon,14-09-2016,20-09-2016,47.42823,36.30265,4.269723,45985
Alaska,24-08-2016,30-08-2016,38.24763,38.62423,10.50531,45490
Michigan,21-09-2016,26-09-2016,44.06676,37.75793,4.851492,46256
Massachusetts,14-09-2016,20-09-2016,57.52928,32.10921,4.449723,45967
Missouri,26-08-2016,09-08-2016,33.44373,53.26722,,45663
U.S.,19-09-2016,25-09-2016,46.20064,44.05388,,46045
U.S.,31-08-2016,09-04-2016,42.79258,41.03043,4.568999,45396
Connecticut,19-08-2016,09-08-2016,45.72853,41.54867,,45646
Indiana,21-09-2016,26-09-2016,42.8415,41.02142,7.371491,46249
West Virginia,31-08-2016,09-06-2016,30.36122,61.01295,1.352932,45488
U.S.,19-06-2016,23-06-2016,42.22487,44.86958,5.199393,44406
Maryland,26-08-2016,09-08-2016,53.75965,30.50348,,45658
U.S.,20-06-2016,23-06-2016,48.6604,41.71442,3.178691,44407
U.S.,08-06-2016,08-09-2016,44.88556,41.31171,6.28314,44809
Nevada,22-07-2016,24-07-2016,41.05233,46.67109,4.987783,44681
Tennessee,26-08-2016,09-08-2016,27.62189,49.34655,,45677
Oklahoma,19-08-2016,09-08-2016,31.90517,52.26709,,45673
Georgia,14-09-2016,20-09-2016,36.88359,52.57531,2.989724,45958
Maryland,14-09-2016,20-09-2016,50.48705,34.75904,4.639724,45968
Hawaii,24-08-2016,30-08-2016,48.84466,32.96158,0.6453143,45500
Wisconsin,21-09-2016,26-09-2016,47.54644,35.55164,3.491492,46282
Nevada,19-08-2016,09-08-2016,42.37696,40.90054,,45666
Nevada,09-07-2016,13-09-2016,35.01317,43.93087,8.863976,45775
Idaho,31-08-2016,09-06-2016,32.07367,44.56192,5.012932,45452
U.S.,24-06-2016,29-06-2016,42.51509,41.75628,4.159239,44483
District of Columbia,24-08-2016,30-08-2016,51.96228,35.36619,5.825314,45686
Maryland,08-12-2016,09-01-2016,51.80378,33.46632,,45295
U.S.,30-08-2016,09-03-2016,42.38997,39.6684,5.65565,45397
U.S.,09-06-2016,09-08-2016,44.49841,43.59218,5.067663,45692
New Jersey,21-09-2016,26-09-2016,44.36921,43.77607,4.051492,46265
Kansas,09-07-2016,13-09-2016,44.56441,36.9696,4.403975,45758
Pennsylvania,21-09-2016,26-09-2016,41.81096,43.48063,5.501492,46272
Louisiana,09-07-2016,13-09-2016,33.42461,53.36026,4.453975,45760
U.S.,29-08-2016,09-02-2016,41.5935,41.71194,5.247522,45394
Mississippi,08-12-2016,09-01-2016,29.92572,59.6291,,45299
U.S.,18-09-2016,24-09-2016,46.96535,43.06618,,46052
U.S.,17-09-2016,23-09-2016,46.87414,43.63277,,46051
New York,09-02-2016,09-08-2016,52.04946,31.35456,,45670
U.S.,28-09-2016,10-04-2016,44.0887,44.63602,,46457
New Hampshire,24-08-2016,30-08-2016,40.55662,31.80194,8.855315,45520
Minnesota,26-08-2016,09-08-2016,40.85617,31.79795,,45661
U.S.,26-08-2016,30-08-2016,40.04985,42.44001,3.554278,45277
California,09-09-2016,15-09-2016,62.45724,24.88932,,45835
U.S.,28-08-2016,09-01-2016,41.08723,40.85291,4.544696,45275
Maine,24-08-2016,30-08-2016,54.569,26.78358,11.42531,45510
U.S.,08-09-2016,08-09-2016,42.48265,38.42277,6.733198,44850
Vermont,24-08-2016,30-08-2016,57.71026,27.62265,4.025314,45536
U.S.,05-12-2016,15-05-2016,35.94902,38.83257,,44089
Missouri,08-05-2016,08-06-2016,43.35411,46.22108,2.508838,44797
Louisiana,19-08-2016,09-08-2016,33.06057,60.90328,,45656
Massachusetts,26-08-2016,09-08-2016,53.17208,30.93757,,45659
U.S.,26-06-2016,28-06-2016,45.77838,41.83289,5.92042,44460
U.S.,25-08-2016,29-08-2016,41.42231,41.37851,2.550421,45151
Illinois,09-02-2016,09-08-2016,51.32269,34.53295,,45651
Colorado,07-07-2016,07-08-2016,41.49086,41.08835,6.937675,44585
Alabama,19-08-2016,09-08-2016,42.17336,51.58525,,45641
Ohio,30-07-2016,08-07-2016,46.11747,44.96991,4.373791,44807
Florida,21-06-2016,24-06-2016,46.25758,44.13588,1.40515,44409
Kentucky,19-08-2016,09-08-2016,36.755,54.30386,,45655
U.S.,27-08-2016,31-08-2016,40.57342,42.19423,3.954543,45276
Montana,31-08-2016,09-06-2016,37.31189,41.11979,5.052932,45465
U.S.,16-09-2016,22-09-2016,47.48153,42.99031,,46050
South Dakota,31-08-2016,09-06-2016,42.76827,43.48396,1.392932,45480
North Dakota,24-08-2016,30-08-2016,28.85854,58.19735,4.415314,45518
Kentucky,09-07-2016,13-09-2016,39.33828,52.05479,1.773975,45759
Colorado,26-08-2016,09-08-2016,39.06305,43.06081,,45645
New Hampshire,08-12-2016,09-01-2016,42.38818,45.4712,,45303
Pennsylvania,09-09-2016,15-09-2016,45.72735,44.09912,,45866
U.S.,09-06-2016,09-07-2016,45.80053,42.09972,5.533719,45426
Georgia,26-08-2016,09-08-2016,37.21405,48.71825,,45649
Ohio,21-09-2016,26-09-2016,38.70763,42.91954,5.331491,46269
U.S.,27-09-2016,10-03-2016,43.93232,44.66118,,46443
Connecticut,09-07-2016,13-09-2016,49.21166,34.98438,4.853974,45748
South Carolina,08-12-2016,09-01-2016,44.62901,49.22755,,45311
South Dakota,24-08-2016,30-08-2016,35.2737,47.71598,2.875314,45531
Arkansas,31-08-2016,09-06-2016,41.02696,49.19544,3.972932,45442
Idaho,08-12-2016,09-01-2016,26.17768,58.21843,,45287
U.S.,14-09-2016,20-09-2016,42.7024,42.62906,4.239724,45918
South Carolina,09-07-2016,13-09-2016,37.52201,47.10666,3.893974,45782
Texas,21-09-2016,26-09-2016,36.65066,49.85985,4.261492,46277
U.S.,24-08-2016,28-08-2016,40.79492,41.72136,3.14982,45152
Delaware,24-08-2016,30-08-2016,41.31232,40.62353,5.455314,45497
Rhode Island,17-08-2016,23-08-2016,51.72123,28.59658,7.214443,45579
Minnesota,14-09-2016,20-09-2016,44.38476,34.97168,5.079723,45971
U.S.,27-06-2016,28-06-2016,47.53115,45.15317,2.668606,44462
Ohio,18-05-2016,22-05-2016,40.51132,38.83062,3.438061,44146
U.S.,15-09-2016,21-09-2016,47.6445,42.65344,,46049
Illinois,06-05-2016,06-06-2016,49.58437,38.90481,3.801926,44219
New York,21-09-2016,26-09-2016,49.32051,37.26349,1.741492,46268
Texas,09-02-2016,09-08-2016,30.36056,48.72225,,45678
Virginia,14-09-2016,20-09-2016,43.28485,44.7494,3.979723,45993
Tennessee,09-07-2016,13-09-2016,31.08809,57.30067,2.253975,45784
Wisconsin,26-08-2016,09-08-2016,38.00832,40.43199,,45683
U.S.,26-09-2016,10-02-2016,43.70673,45.0033,,46323
Nebraska,31-08-2016,09-06-2016,34.74122,49.67786,5.082932,45468
Arizona,09-02-2016,15-09-2016,38.93462,46.42949,,45833
Maryland,09-07-2016,13-09-2016,50.95829,34.17324,5.593974,45762
Nevada,24-05-2016,25-05-2016,43.14405,46.82602,5.224429,44599
Washington,14-09-2016,20-09-2016,44.23417,36.42709,7.169724,45995
Wyoming,17-08-2016,23-08-2016,33.4447,51.21966,7.514442,45590
U.S.,25-09-2016,10-01-2016,43.65525,44.85318,,46317
Pennsylvania,27-06-2016,28-06-2016,49.92136,48.96022,,44488
Florida,27-06-2016,28-06-2016,49.58705,50.1737,,44489
North Carolina,14-09-2016,20-09-2016,39.25498,47.34336,4.849724,45975
Florida,09-09-2016,15-09-2016,46.5998,50.80528,,45839
Arizona,14-09-2016,20-09-2016,44.59708,40.15838,6.249723,45950
Colorado,14-09-2016,20-09-2016,47.8121,36.64798,5.699723,45952
Alabama,09-07-2016,13-09-2016,25.96589,64.69273,1.053975,45743
U.S.,23-08-2016,27-08-2016,40.36963,42.36187,3.154019,45153
Iowa,09-07-2016,13-09-2016,37.73598,43.75108,4.803974,45754
Ohio,09-09-2016,15-09-2016,46.74115,43.75201,,45863
Arkansas,08-12-2016,09-01-2016,41.62803,48.79921,,45281
Michigan,09-06-2016,09-07-2016,45.8315,41.06202,3.566675,45711
Vermont,17-08-2016,23-08-2016,50.21053,21.29744,6.294443,45586
U.S.,14-09-2016,20-09-2016,46.54455,44.15209,,46048
U.S.,13-09-2016,19-09-2016,46.94041,43.55432,,46047
U.S.,10-03-2016,10-09-2016,45.11584,42.85447,3.301434,46576
Michigan,14-09-2016,20-09-2016,41.96167,41.60466,4.269723,45970
U.S.,05-11-2016,16-05-2016,45.24776,42.43818,,44083
Oklahoma,31-08-2016,09-06-2016,36.55133,53.10167,6.242931,45475
New Jersey,19-08-2016,09-01-2016,47.56006,37.9716,,45304
Illinois,21-09-2016,26-09-2016,43.54054,38.09418,2.851492,46248
Indiana,05-11-2016,15-05-2016,32.46525,43.21101,,44165
Florida,21-09-2016,26-09-2016,41.04531,49.14126,3.021492,46243
West Virginia,08-05-2016,25-08-2016,39.14963,48.82935,,45036
New Mexico,31-08-2016,09-06-2016,34.64129,38.77324,14.31293,45471
New Mexico,13-05-2016,15-05-2016,42.25423,35.97945,11.70414,44081
U.S.,24-09-2016,30-09-2016,43.84894,44.50914,,46312
California,21-09-2016,26-09-2016,52.26333,38.21767,3.061492,46238
Florida,31-05-2016,06-02-2016,45.95699,45.21558,3.011472,44188
U.S.,10-03-2016,10-05-2016,47.84061,39.45442,3.722043,46548
U.S.,09-12-2016,18-09-2016,46.40117,43.77857,,45913
Nebraska,08-12-2016,09-01-2016,36.62196,45.27761,,45301
Oregon,19-08-2016,09-08-2016,46.31606,35.98538,,45674
California,09-02-2016,09-08-2016,59.55924,33.19609,,45644
Maryland,04-05-2016,04-09-2016,60.84241,30.71031,,36787
Massachusetts,09-07-2016,13-09-2016,50.5634,36.97712,4.423974,45761
Missouri,14-09-2016,20-09-2016,40.29358,39.73099,6.359724,45972
U.S.,22-08-2016,26-08-2016,40.54427,40.91185,2.856623,45154
Alaska,17-08-2016,23-08-2016,36.74902,47.57708,9.704443,45541
Mississippi,08-05-2016,25-08-2016,36.06009,54.89691,,45018
Wisconsin,05-10-2016,05-12-2016,42.53796,33.65913,,44149
Colorado,08-12-2016,09-01-2016,42.90854,38.79972,,45283
U.S.,10-01-2016,10-03-2016,46.05214,42.40023,1.575816,46449
New Hampshire,17-08-2016,23-08-2016,52.79133,38.87771,4.604442,45570
Maine,08-12-2016,09-01-2016,41.46768,42.96586,,45294
U.S.,09-11-2016,17-09-2016,45.84006,44.59961,,45914
Oregon,09-07-2016,13-09-2016,49.70455,38.29066,3.363975,45779
U.S.,10-02-2016,10-04-2016,45.94534,41.42679,2.643948,46513
Hawaii,17-08-2016,23-08-2016,50.29971,32.24694,10.90444,45551
U.S.,09-01-2016,09-02-2016,42.83636,42.77844,3.194533,45328
U.S.,23-09-2016,29-09-2016,43.33172,45.03585,,46299
Indiana,14-09-2016,20-09-2016,38.90006,40.13976,5.759724,45963
West Virginia,29-07-2016,18-08-2016,38.57376,50.57391,,44981
U.S.,30-07-2016,08-01-2016,44.00323,41.01058,5.576331,44743
Kansas,08-12-2016,09-01-2016,35.2644,52.56079,,45291
West Virginia,24-08-2016,30-08-2016,26.89815,57.71885,7.025314,45539
Nevada,31-08-2016,09-06-2016,42.06243,42.50424,5.342932,45472
Mississippi,31-08-2016,09-06-2016,33.92934,61.28141,1.482932,45464
Iowa,08-12-2016,09-01-2016,40.4115,45.32211,,45290
Idaho,08-05-2016,25-08-2016,27.34901,49.73205,,45006
Wisconsin,14-09-2016,20-09-2016,49.39088,32.59325,4.479724,45996
Michigan,09-02-2016,15-09-2016,42.72583,43.78957,,45851
New Jersey,14-09-2016,20-09-2016,42.75035,44.26599,1.819724,45979
U.S.,13-10-2016,14-10-2016,38.44912,39.13114,4.479933,47013
U.S.,09-10-2016,16-09-2016,45.87373,44.46108,,45897
Louisiana,31-08-2016,09-06-2016,30.94504,58.47092,1.782932,45457
U.S.,16-06-2016,19-06-2016,44.69373,41.49741,4.681402,44371
Tennessee,19-08-2016,09-01-2016,31.05585,50.49806,,45312
U.S.,22-09-2016,28-09-2016,44.63601,44.3764,,46287
Kansas,31-08-2016,09-06-2016,43.78632,42.74573,8.072932,45455
Oklahoma,08-12-2016,09-01-2016,34.93144,48.55316,,45308
Indiana,19-08-2016,09-01-2016,30.55864,55.60099,,45289
Oklahoma,05-02-2016,05-04-2016,30.67465,53.22995,2.37225,44088
Mississippi,29-07-2016,18-08-2016,37.85173,53.40818,,44961
U.S.,30-09-2016,10-02-2016,45.1615,43.36435,2.501406,46332
New Hampshire,08-05-2016,25-08-2016,32.37591,49.20467,,45022
New York,04-04-2016,04-07-2016,52.39586,38.90306,,36711
Georgia,09-07-2016,13-09-2016,37.99437,47.68606,4.083974,45752
Florida,06-11-2016,20-06-2016,50.20194,42.1997,4.675838,44529
Louisiana,08-12-2016,09-01-2016,36.52819,57.96896,,45293
Maine,17-08-2016,23-08-2016,43.36008,42.10675,8.564443,45561
U.S.,21-09-2016,27-09-2016,44.3906,44.35909,,46168
Alabama,08-12-2016,09-01-2016,39.0949,52.8039,,45279
Washington,09-07-2016,13-09-2016,51.28226,32.85906,6.733974,45789
Pennsylvania,14-09-2016,20-09-2016,41.81943,43.93892,3.899724,45986
District of Columbia,17-08-2016,23-08-2016,61.51294,32.27996,3.984442,45685
Connecticut,08-12-2016,09-01-2016,46.8434,40.88317,,45284
U.S.,09-09-2016,15-09-2016,45.4725,44.72753,,45876
North Dakota,17-08-2016,23-08-2016,27.91549,51.51896,11.31444,45568
Kentucky,31-08-2016,09-06-2016,36.7355,48.63833,4.372931,45456
Kentucky,08-12-2016,09-01-2016,41.34784,47.68608,,45292
Idaho,24-08-2016,30-08-2016,32.49956,45.07204,6.205314,45502
Washington,19-08-2016,09-01-2016,44.93007,36.6202,,45316
U.S.,21-08-2016,25-08-2016,41.11989,39.95583,3.359024,44994
Arizona,20-06-2016,20-06-2016,45.43217,43.99765,,44392
Idaho,29-07-2016,18-08-2016,28.52176,44.86766,,44949
Missouri,19-08-2016,09-01-2016,34.79778,51.59844,,45300
Oregon,05-06-2016,05-09-2016,43.61353,34.58496,,44051
Ohio,14-09-2016,20-09-2016,40.84887,40.70438,4.129724,45983
U.S.,09-08-2016,14-09-2016,45.26033,44.92151,,45821
South Carolina,08-05-2016,25-08-2016,45.22572,47.1183,,45030
U.S.,29-09-2016,10-01-2016,46.26823,41.33263,2.430223,46333
Nevada,08-12-2016,09-01-2016,41.75539,35.61069,,45302
U.S.,20-09-2016,26-09-2016,44.59282,43.78558,,46162
U.S.,29-08-2016,30-08-2016,41.82602,43.46952,3.374146,45257
Delaware,17-08-2016,23-08-2016,42.76792,32.24831,5.824442,45548
Mississippi,24-08-2016,30-08-2016,32.13948,56.38384,3.075314,45515
U.S.,20-08-2016,24-08-2016,40.6014,39.70295,3.956186,44995
Georgia,19-08-2016,09-01-2016,40.2964,47.55475,,45286
Minnesota,19-08-2016,09-01-2016,41.12284,33.70117,,45298
Nebraska,08-05-2016,25-08-2016,43.69644,42.47589,,45020
Pennsylvania,09-02-2016,09-08-2016,48.75362,44.89308,,45675
U.S.,15-08-2016,15-08-2016,47.88644,45.28544,4.826778,44898
Connecticut,31-08-2016,09-06-2016,46.04716,35.36791,6.292932,45446
Rhode Island,08-10-2016,16-08-2016,41.45996,37.41809,6.16201,45629
Arkansas,08-05-2016,25-08-2016,38.82101,49.16315,,45000
West Virginia,17-08-2016,23-08-2016,32.85751,56.52597,1.754443,45589
New York,04-07-2016,04-10-2016,53.52371,37.18165,,36742
Maryland,15-04-2016,17-04-2016,59.46274,29.74244,,42190
U.S.,09-07-2016,13-09-2016,41.89878,42.39478,4.493975,45741
U.S.,19-09-2016,25-09-2016,44.33908,43.90659,,46034
U.S.,09-07-2016,13-09-2016,45.51715,45.13403,,45804
New Hampshire,29-07-2016,18-08-2016,39.32517,40.96051,,44966
Maine,08-05-2016,25-08-2016,37.90215,41.52796,,45013
Arkansas,24-08-2016,30-08-2016,38.91787,51.29521,0.6153141,45492
Texas,14-09-2016,20-09-2016,35.9729,50.27007,3.959723,45991
U.S.,19-08-2016,23-08-2016,42.18155,38.14629,3.35926,44996
Arizona,26-08-2016,09-08-2016,39.01122,46.49516,,45642
Texas,26-08-2016,09-01-2016,31.31848,49.53909,,45313
Nebraska,29-07-2016,18-08-2016,33.38099,50.52013,,44964
Colorado,09-07-2016,13-09-2016,43.58665,37.41199,8.123976,45747
Massachusetts,19-08-2016,09-01-2016,47.46339,33.23653,,45296
Florida,14-09-2016,20-09-2016,37.32419,51.09489,4.409723,45957
North Dakota,08-10-2016,16-08-2016,29.13226,52.96728,2.90201,45618
U.S.,06-11-2016,13-06-2016,40.95902,39.62749,,44367
U.S.,06-09-2016,13-06-2016,42.71912,37.45661,5.866289,44345
South Carolina,31-08-2016,09-06-2016,37.37234,48.48685,4.012932,45479
North Carolina,09-07-2016,13-09-2016,39.7113,45.96655,3.743975,45769
Kansas,08-05-2016,25-08-2016,35.48701,48.43224,,45010
South Dakota,17-08-2016,23-08-2016,40.40974,35.03964,9.254443,45581
Michigan,09-07-2016,13-09-2016,41.85937,39.38332,2.963975,45764
Ohio,09-02-2016,09-08-2016,46.94155,46.06244,,45672
Montana,24-08-2016,30-08-2016,39.74592,42.55746,4.365314,45516
Massachusetts,05-02-2016,05-05-2016,54.00369,32.82567,,44038
Arizona,09-07-2016,13-09-2016,41.22651,42.93093,6.683974,45745
Illinois,14-09-2016,20-09-2016,46.07851,37.36735,4.459723,45962
U.S.,09-06-2016,09-12-2016,44.18726,46.15544,,45794
Maryland,31-08-2016,09-06-2016,54.17441,32.12141,2.972932,45459
Oklahoma,08-05-2016,25-08-2016,30.31707,54.89262,,45027
Alaska,08-10-2016,16-08-2016,38.78074,38.22904,6.84201,45591
Oklahoma,24-08-2016,30-08-2016,35.86339,45.87682,8.615315,45526
Oregon,31-08-2016,09-06-2016,46.24941,37.29114,4.402931,45476
U.S.,18-08-2016,22-08-2016,43.16613,36.88682,3.769549,44923
U.S.,18-09-2016,24-09-2016,44.2438,43.9889,,46021
Iowa,31-08-2016,09-06-2016,43.72979,39.19643,6.272931,45451
New Hampshire,05-12-2016,15-05-2016,42.75504,43.42562,,44078
Tennessee,31-08-2016,09-06-2016,37.79494,52.25239,4.742931,45481
Missouri,09-07-2016,13-09-2016,41.53596,41.53772,4.743975,45766
Iowa,08-05-2016,25-08-2016,42.17014,41.02027,,45009
U.S.,09-05-2016,09-11-2016,44.25244,46.03214,,45710
North Carolina,26-08-2016,09-08-2016,45.51257,45.28431,,45671
U.S.,06-10-2016,16-06-2016,41.47125,39.54156,6.687414,44413
Indiana,09-07-2016,13-09-2016,38.06083,39.7029,7.233974,45757
Wyoming,08-10-2016,16-08-2016,28.97207,50.47437,10.67201,45640
New York,14-09-2016,20-09-2016,48.67615,36.26059,3.099724,45982
Maine,08-10-2016,16-08-2016,52.42032,27.67348,1.43201,45611
Illinois,26-08-2016,09-01-2016,49.5603,37.57496,,45288
California,14-09-2016,20-09-2016,53.5095,36.08504,3.219724,45951
U.S.,28-09-2016,30-09-2016,47.38668,40.28878,3.365622,46334
New Jersey,09-07-2016,13-09-2016,43.56068,42.37057,2.443975,45773
Louisiana,24-08-2016,30-08-2016,30.53179,58.13707,2.925314,45507
U.S.,26-09-2016,10-02-2016,45.86892,41.65466,3.816175,46444
Virginia,09-07-2016,13-09-2016,44.32663,39.5248,4.673974,45787
Wisconsin,19-08-2016,09-01-2016,36.98566,39.18319,,45318
U.S.,23-07-2016,24-07-2016,43.4987,42.79986,2.634113,44678
Connecticut,08-05-2016,25-08-2016,49.59851,39.54728,,45003
U.S.,27-09-2016,29-09-2016,46.50004,39.2435,4.302334,46309
U.S.,17-08-2016,21-08-2016,43.14463,37.22654,4.377333,44924
South Dakota,08-10-2016,16-08-2016,31.67666,44.38491,5.30201,45631
U.S.,24-08-2016,26-08-2016,43.71341,44.10988,2.179552,45040
U.S.,25-09-2016,27-09-2016,44.7226,42.15226,4.201468,46173
New York,26-08-2016,09-01-2016,50.13665,29.94349,,45305
Alabama,08-05-2016,25-08-2016,41.68517,49.70864,,44998
Nevada,08-05-2016,25-08-2016,39.6235,39.79285,,45021
U.S.,17-09-2016,23-09-2016,45.32259,42.89549,,46017
Oregon,08-12-2016,09-01-2016,43.6823,40.4874,,45309
U.S.,09-04-2016,09-10-2016,43.79466,46.40891,,45709
Arkansas,29-07-2016,18-08-2016,39.15042,46.3937,,44942
Maine,29-07-2016,18-08-2016,32.01526,39.05088,,44956
U.S.,28-06-2016,29-06-2016,42.05481,43.20832,2.705492,44486
U.S.,26-09-2016,28-09-2016,43.60644,41.20218,4.257972,46296
New Mexico,24-08-2016,30-08-2016,43.39758,37.06175,12.29532,45522
U.S.,06-07-2016,07-05-2016,50.95644,47.469,,45925
Massachusetts,31-08-2016,09-06-2016,51.53859,33.55752,5.342932,45458
New York,04-05-2016,04-10-2016,51.17406,38.08368,,36740
Alabama,31-08-2016,09-06-2016,28.29452,63.82467,1.922932,45441
Texas,08-12-2016,18-08-2016,31.46572,47.16273,,44977
New Hampshire,08-10-2016,16-08-2016,58.77444,31.14359,5.82201,45620
U.S.,16-08-2016,20-08-2016,43.62241,37.97366,3.783431,44925
Wisconsin,09-07-2016,13-09-2016,44.72261,35.50096,3.833974,45790
Kentucky,08-05-2016,25-08-2016,42.53019,47.0211,,45011
Minnesota,08-12-2016,25-08-2016,42.54868,35.73351,,45017
Florida,09-02-2016,09-08-2016,47.16945,48.46267,,45648
Michigan,26-08-2016,09-08-2016,41.82156,41.55066,,45660
Louisiana,08-05-2016,25-08-2016,39.0047,51.97005,,45012
